experiment,model,layer,source,target,direction,delta_auc,delta_auc_ci_high,delta_auc_ci_low,delta_auc_p,delta_n_boot_valid,meta_gt_auc,meta_gt_auc_ci_high,meta_gt_auc_ci_low,meta_gt_auc_p,meta_gt_n_boot_valid,meta_mj_auc,meta_mj_auc_ci_high,meta_mj_auc_ci_low,meta_mj_auc_p,meta_mj_n_boot_valid,model_label,n_B,n_C,n_questions,sample_size,source_empty_quadrants,source_label,target_label,truth_gt_auc,truth_gt_auc_ci_high,truth_gt_auc_ci_low,truth_gt_auc_p,truth_gt_n_boot_valid,truth_mj_auc,truth_mj_auc_ci_high,truth_mj_auc_ci_low,truth_mj_auc_p,truth_mj_n_boot_valid
OOD,qwen25_7b,5,math,mmlu,math->mmlu,0.08522297808012097,0.21359940611664294,-0.048932591373030104,0.119,1000,0.4666005291005291,0.53301861705846,0.4007979914302775,0.84,1000,0.5333994708994709,0.6010826843895453,0.4648572699890471,0.187,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.44817649281934996,0.515875030196023,0.38304910289768745,0.926,1000,0.55182350718065,0.6270105653551539,0.4847931666939399,0.059,1000
OOD,qwen25_7b,5,movies,mmlu,movies->mmlu,0.024707105064247892,0.06775830297007511,-0.019915235472241128,0.136,1000,0.4549319727891156,0.5180647161389277,0.38512061382767426,0.924,1000,0.5450680272108843,0.6105535101665132,0.4819794226983687,0.089,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.5203609221466364,0.5802698973643875,0.4519107094406519,0.272,1000,0.47963907785336357,0.5414215140914561,0.41086166539299845,0.746,1000
OOD,qwen25_7b,6,math,mmlu,math->mmlu,0.08555366591080876,0.21421887445328414,-0.042528443937897176,0.111,1000,0.4662698412698413,0.5361807110583398,0.40328431962665456,0.846,1000,0.5337301587301587,0.597605391383913,0.46919217170558664,0.179,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.44817649281934996,0.5117555905738445,0.37998123540740664,0.941,1000,0.55182350718065,0.6164291493566105,0.48051516956823254,0.081,1000
OOD,qwen25_7b,6,movies,mmlu,movies->mmlu,0.08640400604686321,0.14749497193823805,0.021610085865755194,0.002,1000,0.44982993197278914,0.5192547001312151,0.38089501746644605,0.922,1000,0.5501700680272109,0.6190565091175135,0.4884957150982049,0.064,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.4637660619803477,0.5322869064953586,0.396609463644407,0.848,1000,0.5362339380196524,0.6005839414209445,0.46734394124508033,0.169,1000
OOD,qwen25_7b,7,math,mmlu,math->mmlu,0.0387849584278156,0.1664368881118881,-0.09470384902670001,0.266,1000,0.48100907029478457,0.5465458572491353,0.4144482154047881,0.711,1000,0.5189909297052154,0.5832000888118473,0.45140817911878073,0.3,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.48020597127739983,0.5465693245609736,0.40927273230174965,0.712,1000,0.5197940287226002,0.5907237074073981,0.4534678175599681,0.284,1000
OOD,qwen25_7b,7,movies,mmlu,movies->mmlu,0.025368480725623588,0.13313123155818493,-0.06418758244949614,0.278,1000,0.45913643235071805,0.5308471185273261,0.39014872192219907,0.88,1000,0.5408635676492819,0.6032731649979572,0.47674049570716887,0.109,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.5154950869236583,0.5842749472964184,0.4442321559772411,0.315,1000,0.48450491307634164,0.5572420634517725,0.41645677821915134,0.66,1000
OOD,qwen25_7b,8,math,mmlu,math->mmlu,-0.00028344671201818716,0.13286684973306517,-0.12379229681209881,0.49,1000,0.5036375661375662,0.5726753336784997,0.43092946642522467,0.453,1000,0.49636243386243384,0.5554516597563472,0.42763214884500744,0.561,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.496645880574452,0.5641327120288248,0.42911741917256624,0.543,1000,0.503354119425548,0.5673938018127783,0.4339467330833583,0.48,1000
OOD,qwen25_7b,8,movies,mmlu,movies->mmlu,0.037273242630385506,0.17587650239943792,-0.10384544227390533,0.308,1000,0.4703798185941043,0.5369392876415756,0.4045568667112664,0.786,1000,0.5296201814058957,0.5961251327732877,0.46197075201627247,0.183,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.4923469387755102,0.5576977832375797,0.42377602618496213,0.567,1000,0.5076530612244898,0.578965423511498,0.4405010448214931,0.409,1000
OOD,qwen25_7b,9,math,mmlu,math->mmlu,-0.04719387755102039,0.07836275481219065,-0.17450497939560436,0.746,1000,0.5239040060468632,0.5882907541240875,0.45963834470352644,0.235,1000,0.4760959939531368,0.5414771184797362,0.40889357313787084,0.766,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.5232898715041572,0.5853376576428282,0.45885176003033884,0.237,1000,0.47671012849584277,0.546841374047089,0.41057055600222414,0.777,1000
OOD,qwen25_7b,9,movies,mmlu,movies->mmlu,-0.02144746787603935,0.10836485178128681,-0.15395735282583362,0.624,1000,0.492677626606198,0.5616079962677508,0.4263398761655946,0.547,1000,0.5073223733938019,0.5776106371901026,0.4408622112211221,0.435,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.5287698412698413,0.5922480978365482,0.4542201899644355,0.202,1000,0.4712301587301587,0.5410808499813523,0.40585383895271226,0.777,1000
OOD,qwen25_7b,10,math,mmlu,math->mmlu,-0.030187074829931937,0.10027508515694653,-0.17104384704679576,0.699,1000,0.5150699168556312,0.5818569438723408,0.4439332061796864,0.333,1000,0.48493008314436886,0.558764198487987,0.4167200300966782,0.658,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.5151171579743008,0.581873339099677,0.4453131127787302,0.321,1000,0.48488284202569915,0.5573068911972585,0.41765468180869136,0.656,1000
OOD,qwen25_7b,10,movies,mmlu,movies->mmlu,-0.003826530612244916,0.12252529660505329,-0.1309495557368874,0.533,1000,0.47633219954648526,0.5424600964123023,0.41227160246755057,0.738,1000,0.5236678004535147,0.5940174360170455,0.45483943558987017,0.271,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.5274943310657596,0.5974376688267694,0.45878109718231724,0.206,1000,0.47250566893424034,0.5469818852808193,0.40671402295793996,0.791,1000
OOD,qwen25_7b,11,math,mmlu,math->mmlu,-0.045493197278911546,0.08371912535327368,-0.1722271854917634,0.74,1000,0.5269274376417233,0.5966810697023333,0.4572767184557439,0.221,1000,0.47307256235827666,0.5358241171376436,0.4026330290544,0.783,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.5185657596371882,0.5891026298647091,0.45205675504184384,0.262,1000,0.4814342403628118,0.5505892346071977,0.4101317659923455,0.68,1000
OOD,qwen25_7b,11,movies,mmlu,movies->mmlu,-0.06490929705215415,0.08136176323676324,-0.20222541253745988,0.807,1000,0.5014644746787604,0.571677720283189,0.42811652076341977,0.489,1000,0.4985355253212396,0.5690085695304195,0.42602998573325046,0.498,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.5634448223733938,0.628972751626095,0.4911461010133927,0.042,1000,0.4365551776266062,0.5080194631631334,0.3693391304347826,0.962,1000
OOD,qwen25_7b,12,math,mmlu,math->mmlu,0.01284958427815569,0.13744940406209225,-0.12449859575930561,0.448,1000,0.5002834467120182,0.5678779821489902,0.42641139193091426,0.518,1000,0.49971655328798187,0.5704027031756923,0.4330251134423495,0.525,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.4868669690098262,0.5554423633534887,0.4155777383978927,0.642,1000,0.5131330309901738,0.5835243914482966,0.44326869531547153,0.351,1000
OOD,qwen25_7b,12,movies,mmlu,movies->mmlu,-0.06934996220710504,0.07457744530244527,-0.20377917900078676,0.855,1000,0.50151171579743,0.5720478295149938,0.42834609842868293,0.492,1000,0.4984882842025699,0.5764166360077944,0.42829850427938465,0.518,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.567838246409675,0.6376110290320929,0.4976469404186795,0.03,1000,0.432161753590325,0.5030224545225734,0.361904051852938,0.97,1000
OOD,qwen25_7b,13,math,mmlu,math->mmlu,0.06542894935752086,0.20295498147752064,-0.06668377024318432,0.166,1000,0.48493008314436886,0.5566148282392894,0.4164681260747426,0.657,1000,0.5150699168556312,0.5844005192390314,0.44742645086240773,0.351,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.44964096749811033,0.5202156294094543,0.3749194249332769,0.924,1000,0.5503590325018897,0.6217844726824715,0.47628781697195893,0.08,1000
OOD,qwen25_7b,13,movies,mmlu,movies->mmlu,-0.016156462585034004,0.12490306661506921,-0.15174282657984434,0.599,1000,0.473781179138322,0.5494814944129243,0.39827428517747193,0.754,1000,0.526218820861678,0.5982312063463033,0.45406232747482944,0.212,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.542375283446712,0.617808257888001,0.47189964312973165,0.124,1000,0.45762471655328796,0.5289788296575627,0.39031614750399435,0.875,1000
OOD,qwen25_7b,14,math,mmlu,math->mmlu,0.09008881330309909,0.21681147192919717,-0.049591152794917236,0.097,1000,0.4689625850340136,0.5356429133424206,0.3958979958713542,0.807,1000,0.5310374149659864,0.5992268662126999,0.4577242270679282,0.194,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.44094860166288735,0.5056225745142743,0.3736225025979622,0.96,1000,0.5590513983371126,0.6259881197674398,0.4884311144401883,0.056,1000
OOD,qwen25_7b,14,movies,mmlu,movies->mmlu,0.09226190476190477,0.19985612220829008,-0.011849033920312836,0.046,1000,0.4094860166288738,0.47123683325093385,0.34603339009012507,0.999,1000,0.5905139833711263,0.6499593910259313,0.5270772479213582,0.004,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.4982520786092215,0.5626770148720726,0.433686739963483,0.501,1000,0.5017479213907785,0.5689489757053078,0.43538436133834957,0.488,1000
OOD,qwen25_7b,15,math,mmlu,math->mmlu,0.1438492063492064,0.2813727973361944,0.014492385337973627,0.015,1000,0.4362244897959184,0.5120598763671261,0.3618943916912641,0.962,1000,0.5637755102040817,0.6343203598655918,0.49484007192676543,0.033,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.4199263038548753,0.4958767712550607,0.3463555475557799,0.979,1000,0.5800736961451247,0.6487958103512841,0.5115067711036465,0.012,1000
OOD,qwen25_7b,15,movies,mmlu,movies->mmlu,0.11229213907785335,0.2485627889794556,-0.015197803778035873,0.045,1000,0.41775321239606955,0.48566833356280786,0.3394404229082938,0.99,1000,0.5822467876039304,0.6565732184482185,0.5120877254817757,0.013,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.4699546485260771,0.54113357072681,0.3999096752037929,0.803,1000,0.530045351473923,0.6041898247795795,0.4589493214489343,0.222,1000
OOD,qwen25_7b,16,math,mmlu,math->mmlu,0.2079081632653061,0.33530036669542707,0.06458472730024453,0.001,1000,0.40523431594860165,0.4784773852112865,0.34106909525773416,0.993,1000,0.5947656840513983,0.6649229322305964,0.5204230754939857,0.005,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.3868575207860922,0.4549734214786832,0.31991768497827705,0.999,1000,0.6131424792139077,0.6803485460443129,0.546263704874961,0.001,1000
OOD,qwen25_7b,16,movies,mmlu,movies->mmlu,0.267998866213152,0.38335351446070426,0.1392709980696138,0.0,1000,0.32279856386999245,0.3941621973347862,0.2620977906161277,1.0,1000,0.6772014361300076,0.7452632161370445,0.6039736472096437,0.0,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.4092025699168556,0.48403678359053615,0.3377718836103794,0.992,1000,0.5907974300831443,0.6616216617484391,0.5286360839126465,0.004,1000
OOD,qwen25_7b,17,math,mmlu,math->mmlu,0.22826908541194252,0.3652437512892056,0.0899073807592346,0.0,1000,0.4101946334089191,0.4823589867107006,0.33899846891226204,0.991,1000,0.5898053665910808,0.6614971457306362,0.5131184249245935,0.005,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.36153628117913833,0.43111907304770486,0.29166382545542224,0.999,1000,0.6384637188208617,0.7034718337319424,0.5660957536315624,0.0,1000
OOD,qwen25_7b,17,movies,mmlu,movies->mmlu,0.19808201058201058,0.32278654596994666,0.0746999412653894,0.0,1000,0.38279478458049887,0.45707775389617905,0.3139007214727996,0.999,1000,0.6172052154195011,0.6856925085161466,0.5471320590373961,0.001,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.41912320483749055,0.4927440629469407,0.3454118181993613,0.982,1000,0.5808767951625095,0.6476185219482178,0.5083240346604431,0.01,1000
OOD,qwen25_7b,18,math,mmlu,math->mmlu,0.19638133030990168,0.3310236704887787,0.05697535228946315,0.007,1000,0.4239890400604686,0.499207383257949,0.3510962879871509,0.977,1000,0.5760109599395313,0.648286251568983,0.4964720674609016,0.034,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.37962962962962965,0.4533502944101374,0.3009780185945424,1.0,1000,0.6203703703703703,0.6895859206558488,0.5460227463488333,0.0,1000
OOD,qwen25_7b,18,movies,mmlu,movies->mmlu,0.13336167800453513,0.26844805302712904,-0.001144927595969693,0.026,1000,0.4041950113378685,0.47723369580820013,0.33710121388901165,0.997,1000,0.5958049886621315,0.6619480543106704,0.5270668185298972,0.008,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.46244331065759636,0.5343058585155572,0.3869860843888622,0.844,1000,0.5375566893424036,0.6094319244901452,0.46411520975574616,0.148,1000
OOD,qwen25_7b,19,math,mmlu,math->mmlu,0.12537792894935756,0.26474295433984557,-0.018334055122280462,0.044,1000,0.44680650037792896,0.5207853299769222,0.3729573113609266,0.921,1000,0.5531934996220711,0.6282461843411637,0.4796130483085904,0.077,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.42781557067271353,0.49855081916099775,0.35847766326548924,0.977,1000,0.5721844293272865,0.649186350528696,0.4908839967461611,0.034,1000
OOD,qwen25_7b,19,movies,mmlu,movies->mmlu,0.14691987906273618,0.2703396779469601,0.01509763560842525,0.017,1000,0.4169501133786848,0.491232205487385,0.3516913905000061,0.985,1000,0.5830498866213152,0.6548571678130737,0.5118053488221554,0.01,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.436130007558579,0.5065309354329929,0.3706873175491977,0.961,1000,0.563869992441421,0.634466078697422,0.49885698209186297,0.028,1000
OOD,qwen25_7b,20,math,mmlu,math->mmlu,0.08649848828420253,0.22831219137401604,-0.044958165210287886,0.098,1000,0.4631519274376417,0.5387859223421549,0.3928233266500608,0.83,1000,0.5368480725623582,0.6068069840187928,0.4642636543567224,0.146,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.4503495842781557,0.5210807691371118,0.38012120673304883,0.927,1000,0.5496504157218443,0.6237493290355133,0.47480476706724917,0.087,1000
OOD,qwen25_7b,20,movies,mmlu,movies->mmlu,0.10426114890400606,0.24337023352815204,-0.04932221779317672,0.072,1000,0.4320672713529856,0.5070647869813647,0.3630802518144121,0.957,1000,0.5679327286470144,0.6354408253092464,0.4958014065222803,0.033,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.4636715797430083,0.5375551758185888,0.3892856401387966,0.828,1000,0.5363284202569917,0.6114498246520227,0.4626585958357663,0.157,1000
OOD,qwen25_7b,21,math,mmlu,math->mmlu,0.11857520786092218,0.2558840691956334,-0.022436743531500748,0.039,1000,0.4531840513983371,0.5234789254436644,0.38752044586829243,0.91,1000,0.5468159486016629,0.6173949978216542,0.4787091357393215,0.091,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.42824074074074076,0.5055334707522344,0.3616967702209534,0.97,1000,0.5717592592592593,0.6402680810186654,0.5008068605447352,0.023,1000
OOD,qwen25_7b,21,movies,mmlu,movies->mmlu,0.09963151927437641,0.24677744227792728,-0.03985248699810973,0.076,1000,0.4360827664399093,0.5043316562643569,0.36137213145277663,0.967,1000,0.5639172335600907,0.6331321103169536,0.49217109811151777,0.036,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.4642857142857143,0.5374308773969215,0.3879074500130817,0.838,1000,0.5357142857142857,0.6077715138564033,0.4729857050513313,0.138,1000
OOD,qwen25_7b,22,math,mmlu,math->mmlu,0.1923185941043084,0.3209281199804057,0.059529764514809395,0.003,1000,0.41331254724111866,0.4845609397679022,0.3473904115739142,0.99,1000,0.5866874527588813,0.66225293435934,0.5198102263233843,0.005,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.39436885865457294,0.4682313208904689,0.3204340834816414,0.999,1000,0.6056311413454271,0.6764395703168424,0.5317773536034908,0.0,1000
OOD,qwen25_7b,22,movies,mmlu,movies->mmlu,0.11181972789115652,0.2459752473335499,-0.025259311706217376,0.057,1000,0.4322089947089947,0.5034879913899312,0.35558368099194715,0.969,1000,0.5677910052910053,0.639113192703334,0.48978857689039934,0.041,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.45597127739984883,0.5302458574828491,0.38413577570331314,0.877,1000,0.5440287226001512,0.6193099033985653,0.4744652586104852,0.121,1000
OOD,qwen25_7b,23,math,mmlu,math->mmlu,0.14224300831443693,0.27349300812590976,0.0060617213419739665,0.019,1000,0.4392479213907785,0.5083513675098652,0.3734566959399535,0.96,1000,0.5607520786092215,0.625441708257538,0.49080791257890716,0.051,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.41850907029478457,0.48894598915162385,0.35390765409090347,0.989,1000,0.5814909297052154,0.6495743887895051,0.5145038381440047,0.007,1000
OOD,qwen25_7b,23,movies,mmlu,movies->mmlu,0.07993197278911568,0.2244345199652104,-0.051819579816743414,0.136,1000,0.4474678760393046,0.5163096829640947,0.373760437379606,0.932,1000,0.5525321239606954,0.6215499645937406,0.480018895039791,0.077,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.4726001511715797,0.5419568522078965,0.40081779765597514,0.79,1000,0.5273998488284203,0.6048994283108866,0.4601721877125774,0.211,1000
OOD,qwen25_7b,24,math,mmlu,math->mmlu,0.14110922146636434,0.27337261953667163,-0.0005804877532762601,0.026,1000,0.44005102040816324,0.5121755441306958,0.3717999468171817,0.955,1000,0.5599489795918368,0.6285756342040403,0.48774463913100324,0.053,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.4188397581254724,0.4886688090469603,0.34477017541203664,0.991,1000,0.5811602418745276,0.6535543550220867,0.5175724791010451,0.008,1000
OOD,qwen25_7b,24,movies,mmlu,movies->mmlu,0.03765117157974307,0.18898979847932673,-0.11213108773946902,0.296,1000,0.4651832955404384,0.5403000190920462,0.3938065946108192,0.832,1000,0.5348167044595616,0.6105137007374588,0.46595695088619615,0.174,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.4971655328798186,0.5730367371209442,0.4246078479809367,0.519,1000,0.5028344671201814,0.5779417838609154,0.4290384272101505,0.478,1000
OOD,qwen25_7b,25,math,mmlu,math->mmlu,0.11049697656840518,0.25208064405211145,-0.029784135942112693,0.058,1000,0.4540343915343915,0.526057486948638,0.38891217315883525,0.895,1000,0.5459656084656085,0.6130974387634224,0.46959319826168555,0.122,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.4354686318972033,0.5086452485827034,0.36265958294998785,0.958,1000,0.5645313681027967,0.6356396951010264,0.4961030508178463,0.035,1000
OOD,qwen25_7b,25,movies,mmlu,movies->mmlu,0.008456160241874566,0.16876067016374793,-0.12779143430099316,0.44,1000,0.48341836734693877,0.5588920679070356,0.4074844149078954,0.661,1000,0.5165816326530612,0.5928718742590606,0.4510941091954023,0.304,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.5081254724111867,0.579439556015643,0.4317641065830721,0.434,1000,0.4918745275888133,0.5636234451094291,0.4225777487465574,0.575,1000
OOD,qwen25_7b,26,math,mmlu,math->mmlu,0.27428193499622067,0.39494786221387435,0.14504977137176006,0.0,1000,0.35133219954648526,0.4152509857799304,0.28473683051879284,1.0,1000,0.6486678004535147,0.7143617339344254,0.5767136703166115,0.0,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.374385865457294,0.44883721668956045,0.30794539318655245,1.0,1000,0.625614134542706,0.6904090698017299,0.558184671492849,0.0,1000
OOD,qwen25_7b,26,movies,mmlu,movies->mmlu,0.08706538170823885,0.23880762037377645,-0.04961600328813832,0.118,1000,0.4406651549508692,0.5069090003152238,0.3655965511873199,0.959,1000,0.5593348450491308,0.6266244813252954,0.48702625221233264,0.048,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.4722694633408919,0.5442874146673835,0.399708719776505,0.763,1000,0.5277305366591081,0.600800817748361,0.4514065907277842,0.223,1000
OOD,qwen25_7b,27,math,mmlu,math->mmlu,0.22141912320483753,0.3564134750721495,0.08883387085893928,0.001,1000,0.37773998488284205,0.4451888260638545,0.314780649776918,1.0,1000,0.622260015117158,0.6916117339781839,0.5467902409737474,0.001,1000,Qwen2.5-7B,112,189,224,301,,Math source,MMLU,0.4008408919123205,0.4720746330435978,0.33223549634190114,0.997,1000,0.5991591080876795,0.6648546113847837,0.5295565553676919,0.006,1000
OOD,qwen25_7b,27,movies,mmlu,movies->mmlu,0.1428099017384732,0.28063125204656,-0.0010098590433956249,0.027,1000,0.43263416477702193,0.5030655720913073,0.36409142869198047,0.97,1000,0.5673658352229781,0.636180692707024,0.49488589426402213,0.031,1000,Qwen2.5-7B,112,189,224,301,,Movies source,MMLU,0.42455593348450493,0.49975686276670583,0.35601602739861377,0.975,1000,0.5754440665154951,0.6439360106329844,0.5027038837306694,0.024,1000
OOD,llama31_8b,0,math,mmlu,math->mmlu,-0.0616529872112998,0.18250263169697062,-0.29791923012969734,0.698,1000,0.5436151937392633,0.7275818020965634,0.3713661097547354,0.309,1000,0.4563848062607368,0.6316528606528606,0.271875793009546,0.711,1000,Llama-3.1-8B,13,403,252,416,,Math source,MMLU,0.5180377934720366,0.707336173409812,0.33390098009593233,0.443,1000,0.48196220652796334,0.6584638923931945,0.3117111870776858,0.585,1000
OOD,llama31_8b,0,movies,mmlu,movies->mmlu,-0.020232868868104603,0.12859055239880876,-0.1559329927576373,0.616,1000,0.5535407520519183,0.7160917674279743,0.3900305826866281,0.244,1000,0.44645924794808167,0.6017818677782205,0.2853802768225321,0.763,1000,Llama-3.1-8B,13,403,252,416,,Movies source,MMLU,0.4666921168161863,0.6402297539908356,0.31908408112464204,0.665,1000,0.5333078831838137,0.696110760005079,0.37420544964340585,0.339,1000
